idx,App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver
692,Horses Live Wallpaper,PERSONALIZATION,4.2,28806,7.1M,"1,000,000+",Free,0,Everyone,Personalization,"May 22, 2018",18.0,4.1 and up
693,Buzz Launcher-Smart&Free Theme,PERSONALIZATION,4.4,251616,13M,"10,000,000+",Free,0,Everyone,Personalization,"November 13, 2017",1.9.7.07,4.0.3 and up
694,BIG Launcher,PERSONALIZATION,4.3,881,5.9M,"10,000+",Paid,$9.99,Everyone,Personalization,"June 20, 2018",2.5.9,2.1 and up
695,"GO Keyboard - Emoticon keyboard, Free Theme, GIF",PERSONALIZATION,4.4,2591941,Varies with device,"100,000,000+",Free,0,Everyone,Personalization,"July 20, 2018",Varies with device,Varies with device
696,2018Emoji Keyboard 😂 Emoticons Lite -sticker&gif,PERSONALIZATION,4.2,115773,Varies with device,"10,000,000+",Free,0,Everyone,Personalization,"May 22, 2018",Varies with device,4.1 and up
697,"All-In-One Toolbox: Cleaner, Booster, App Manager",PRODUCTIVITY,4.7,536926,Varies with device,"10,000,000+",Free,0,Everyone,Productivity,"August 5, 2018",Varies with device,Varies with device
698,Adobe Acrobat Reader,PRODUCTIVITY,4.3,3016297,Varies with device,"100,000,000+",Free,0,Everyone,Productivity,"April 17, 2018",Varies with device,Varies with device
699,"AVG Cleaner – Speed, Battery & Memory Booster",PRODUCTIVITY,4.4,1188154,24M,"10,000,000+",Free,0,Everyone,Productivity,"June 14, 2018",4.6.4,4.1 and up
700,Chrome Beta,PRODUCTIVITY,4.4,228794,Varies with device,"10,000,000+",Free,0,Everyone,Productivity,"August 6, 2018",68.0.3440.91,Varies with device
701,Google PDF Viewer,PRODUCTIVITY,4.2,226456,Varies with device,"10,000,000+",Free,0,Everyone,Productivity,"October 9, 2017",Varies with device,Varies with device
702,Calculator - unit converter,PRODUCTIVITY,4.7,287250,Varies with device,"50,000,000+",Free,0,Everyone,Productivity,"May 9, 2018",Varies with device,Varies with device
703,Google Keep,PRODUCTIVITY,4.4,691474,Varies with device,"100,000,000+",Free,0,Everyone,Productivity,"August 6, 2018",Varies with device,Varies with device
704,Archos File Manager,PRODUCTIVITY,4.0,2131,2.3M,"5,000,000+",Free,0,Everyone,Productivity,"April 22, 2016",4.1.4,4.1 and up
705,ASUS SuperNote,PRODUCTIVITY,4.5,26559,Varies with device,"10,000,000+",Free,0,Everyone,Productivity,"April 14, 2017",Varies with device,Varies with device
706,HTC File Manager,PRODUCTIVITY,4.2,13500,Varies with device,"10,000,000+",Free,0,Everyone,Productivity,"December 11, 2017",Varies with device,Varies with device
707,Dropbox,PRODUCTIVITY,4.4,1861310,61M,"500,000,000+",Free,0,Everyone,Productivity,"August 1, 2018",Varies with device,Varies with device
708,ASUS Quick Memo,PRODUCTIVITY,4.5,23089,1.6M,"10,000,000+",Free,0,Everyone,Productivity,"April 11, 2018",1.10.0.33_180403,5.0 - 8.0
709,HTC Calendar,PRODUCTIVITY,3.9,6949,Varies with device,"10,000,000+",Free,0,Everyone,Productivity,"December 27, 2017",Varies with device,Varies with device
710,ASUS Calling Screen,PRODUCTIVITY,4.2,102451,Varies with device,"10,000,000+",Free,0,Everyone,Productivity,"March 15, 2018",Varies with device,Varies with device
711,Content Transfer,PRODUCTIVITY,4.7,19302,7.2M,"5,000,000+",Free,0,Everyone,Productivity,"June 28, 2018",3.5.12,4.0.3 and up
712,"Evernote – Organizer, Planner for Notes & Memos",PRODUCTIVITY,4.6,1488396,Varies with device,"100,000,000+",Free,0,Everyone,Productivity,"August 3, 2018",Varies with device,Varies with device
713,HTC Mail,PRODUCTIVITY,3.1,6572,Varies with device,"10,000,000+",Free,0,Everyone,Productivity,"May 29, 2018",Varies with device,Varies with device
714,Advanced Task Killer,PRODUCTIVITY,4.4,577059,1.5M,"50,000,000+",Free,0,Everyone,Productivity,"August 7, 2016",2.2.1B216,2.3.3 and up
715,Do It Later: Tasks & To-Dos,PRODUCTIVITY,4.5,123412,Varies with device,"50,000,000+",Free,0,Everyone,Productivity,"April 13, 2018",Varies with device,Varies with device
716,Hacker's Keyboard,PRODUCTIVITY,4.4,41418,1.2M,"1,000,000+",Free,0,Everyone,Productivity,"December 11, 2016",v1.39.3,2.2 and up
717,7 Weeks - Habit & Goal Tracker,PRODUCTIVITY,4.4,6011,4.3M,"500,000+",Free,0,Everyone,Productivity,"December 19, 2015",3.2.1,4.1 and up
718,"Any.do: To-do list, Calendar, Reminders & Planner",PRODUCTIVITY,4.5,298843,Varies with device,"10,000,000+",Free,0,Everyone,Productivity,"August 5, 2018",Varies with device,Varies with device
719,Easy Voice Recorder,PRODUCTIVITY,4.4,205191,7.1M,"10,000,000+",Free,0,Everyone,Productivity,"June 20, 2018",2.4.5,4.1 and up
720,Dashlane Free Password Manager,PRODUCTIVITY,4.6,73695,Varies with device,"1,000,000+",Free,0,Everyone,Productivity,"August 6, 2018",Varies with device,5.0 and up
721,File Browser by Astro (File Manager),PRODUCTIVITY,4.3,609182,9.2M,"50,000,000+",Free,0,Everyone,Productivity,"July 2, 2018",6.4.0,4.0 and up
722,File Explorer,PRODUCTIVITY,4.1,979,720k,"100,000+",Free,0,Everyone,Productivity,"September 30, 2013",2.1.3,2.2 and up
723,AndroZip™ FREE File Manager,PRODUCTIVITY,4.2,277794,Varies with device,"10,000,000+",Free,0,Everyone,Productivity,"December 7, 2016",Varies with device,Varies with device
724,Google Slides,PRODUCTIVITY,4.2,244567,Varies with device,"100,000,000+",Free,0,Everyone,Productivity,"August 6, 2018",Varies with device,Varies with device
725,ColorNote Notepad Notes,PRODUCTIVITY,4.6,2401017,Varies with device,"100,000,000+",Free,0,Everyone,Productivity,"June 27, 2018",Varies with device,Varies with device
726,Calendar+ Schedule Planner App,PRODUCTIVITY,4.0,8985,5.7M,"1,000,000+",Free,0,Everyone,Productivity,"January 16, 2017",1.07.59,4.0.3 and up
727,Calendar Widget Month + Agenda,PRODUCTIVITY,4.2,60840,1.9M,"5,000,000+",Free,0,Everyone,Productivity,"May 31, 2018",1.26.2,4.0.3 and up
728,DigiCal Calendar Agenda,PRODUCTIVITY,4.4,133573,Varies with device,"5,000,000+",Free,0,Everyone,Productivity,"July 3, 2018",Varies with device,Varies with device
729,Business Calendar 2,PRODUCTIVITY,4.6,102594,15M,"5,000,000+",Free,0,Everyone,Productivity,"July 23, 2018",2.30.1,4.1 and up
730,G Cloud Backup,PRODUCTIVITY,4.6,267189,Varies with device,"5,000,000+",Free,0,Everyone,Productivity,"April 29, 2018",Varies with device,Varies with device
731,Amazon Drive,PRODUCTIVITY,4.4,18669,4.1M,"1,000,000+",Free,0,Everyone,Productivity,"January 8, 2018",1.9.1.147.0-google,4.2 and up
732,Baby Panda Learns Shapes,PARENTING,4.0,3789,42M,"1,000,000+",Free,0,Everyone,Parenting;Education,"June 21, 2018",8.25.10.00,4.0.3 and up
733,Family Album Mitene: Private Photo & Video Sharing,PARENTING,4.7,34336,Varies with device,"1,000,000+",Free,0,Everyone,Parenting,"July 31, 2018",Varies with device,Varies with device
734,Family GPS Tracker and Chat + Baby Monitor Online,PARENTING,4.4,9073,Varies with device,"500,000+",Free,0,Everyone,Parenting,"August 2, 2018",Varies with device,4.2 and up
735,Baby Name Together,PARENTING,4.0,464,24M,"100,000+",Free,0,Everyone,Parenting,"August 6, 2018",2.3.1,5.0 and up
736,"Amazon FreeTime – Kids’ Videos, Books, & TV shows",PARENTING,4.2,2715,24M,"500,000+",Free,0,Everyone,Parenting;Music & Video,"July 24, 2018",FreeTimeApp-aosp_v3.14_Build-1.0.204367.0.13014,5.0 and up
737,Baby Panda Musical Genius,PARENTING,4.0,3346,37M,"1,000,000+",Free,0,Everyone,Parenting;Music & Video,"June 15, 2018",8.25.10.00,4.0.3 and up
738,Baby Monitor,PARENTING,4.4,5343,5.2M,"1,000,000+",Free,0,Everyone,Parenting,"March 30, 2018",2.1.1,4.1 and up
739,Daniel Tiger for Parents,PARENTING,4.7,247,28M,"100,000+",Free,0,Everyone,Parenting;Music & Video,"March 19, 2018",1.3.0,4.4 and up
740,AccuWeather: Daily Forecast & Live Weather Reports,WEATHER,4.4,2053404,Varies with device,"50,000,000+",Free,0,Everyone,Weather,"August 6, 2018",Varies with device,Varies with device
741,Free live weather on screen,WEATHER,4.4,15370,21M,"1,000,000+",Free,0,Everyone,Weather,"August 2, 2018",12.2.6.3660,4.1 and up
742,APE Weather ( Live Forecast),WEATHER,4.3,20008,9.1M,"5,000,000+",Free,0,Everyone,Weather,"July 3, 2018",7.1.34.28,5.0 and up
743,"GO Weather - Widget, Theme, Wallpaper, Efficient",WEATHER,4.5,1422858,Varies with device,"50,000,000+",Free,0,Everyone,Weather,"August 3, 2018",Varies with device,Varies with device
744,HTC Weather,WEATHER,3.9,22154,Varies with device,"10,000,000+",Free,0,Everyone,Weather,"August 10, 2017",8.50.935520,4.4 and up
745,ForecaWeather,WEATHER,4.2,18425,5.3M,"1,000,000+",Free,0,Everyone,Weather,"July 29, 2017",3.1.7,4.1 and up
746,All Video Downloader 2018,VIDEO_PLAYERS,4.3,7557,5.6M,"1,000,000+",Free,0,Everyone,Video Players & Editors,"July 25, 2018",1.0.1,4.4 and up
747,HD Video Player,VIDEO_PLAYERS,4.3,1551,2.9M,"1,000,000+",Free,0,Everyone,Video Players & Editors,"July 25, 2018",1.1,4.1 and up
748,HD Movie Video Player,VIDEO_PLAYERS,4.5,18699,4.1M,"1,000,000+",Free,0,Everyone,Video Players & Editors,"March 27, 2018",1.0,4.0.3 and up
749,HTC Service － DLNA,VIDEO_PLAYERS,3.9,3484,3.0M,"10,000,000+",Free,0,Everyone,Video Players & Editors,"December 3, 2015",7.10.621414,5.0 and up
750,HTC Service—Video Player,VIDEO_PLAYERS,4.2,6449,Varies with device,"5,000,000+",Free,0,Everyone,Video Players & Editors,"February 13, 2015",6.5.852058,5.0 and up
751,Droid Zap by Motorola,VIDEO_PLAYERS,3.8,2093,Varies with device,"5,000,000+",Free,0,Everyone,Video Players & Editors,"February 3, 2015",Varies with device,Varies with device
752,HTC Gallery,VIDEO_PLAYERS,4.1,45744,Varies with device,"10,000,000+",Free,0,Everyone,Video Players & Editors,"June 3, 2016",9.51.755029,4.4 and up
753,BluTV,VIDEO_PLAYERS,3.9,28835,Varies with device,"1,000,000+",Free,0,Teen,Video Players & Editors,"July 26, 2018",Varies with device,Varies with device
754,"Fox News – Breaking News, Live Video & News Alerts",NEWS_AND_MAGAZINES,4.5,249919,Varies with device,"10,000,000+",Free,0,Everyone 10+,News & Magazines,"July 30, 2018",Varies with device,Varies with device
755,BBC News,NEWS_AND_MAGAZINES,4.3,296781,Varies with device,"10,000,000+",Free,0,Everyone 10+,News & Magazines,"July 24, 2018",Varies with device,Varies with device
756,"Free TV Shows App:News, TV Series, Episode, Movies",NEWS_AND_MAGAZINES,4.6,29706,11M,"1,000,000+",Free,0,Teen,News & Magazines,"August 2, 2018",2.71,4.1 and up
757,CNN Breaking US & World News,NEWS_AND_MAGAZINES,4.0,293080,25M,"10,000,000+",Free,0,Everyone 10+,News & Magazines,"August 6, 2018",5.17,4.4 and up
758,"Dailyhunt (Newshunt) - Latest News, Viral Videos",NEWS_AND_MAGAZINES,4.3,948198,Varies with device,"50,000,000+",Free,0,Teen,News & Magazines,"July 19, 2018",Varies with device,Varies with device
759,ARY NEWS URDU,NEWS_AND_MAGAZINES,4.4,1071,9.7M,"500,000+",Free,0,Everyone,News & Magazines,"July 25, 2018",5.8.0,4.1 and up
760,Google News,NEWS_AND_MAGAZINES,3.9,877635,13M,"1,000,000,000+",Free,0,Teen,News & Magazines,"August 1, 2018",5.2.0,4.4 and up
761,"Breaking News, Local news, Attacks and Alerts Free",NEWS_AND_MAGAZINES,4.7,2543,6.3M,"500,000+",Free,0,Everyone,News & Magazines,"July 19, 2018",8.0.6,4.1 and up
762,ARY NEWS,NEWS_AND_MAGAZINES,4.4,2959,9.8M,"1,000,000+",Free,0,Everyone,News & Magazines,"August 4, 2018",7.5.0,4.1 and up
763,Flipboard: News For Our Time,NEWS_AND_MAGAZINES,4.4,1284017,Varies with device,"500,000,000+",Free,0,Everyone 10+,News & Magazines,"August 3, 2018",Varies with device,Varies with device
764,BeyondPod Podcast Manager,NEWS_AND_MAGAZINES,3.9,32121,Varies with device,"1,000,000+",Free,0,Everyone,News & Magazines,"April 13, 2018",Varies with device,Varies with device
765,"BuzzFeed: News, Tasty, Quizzes",NEWS_AND_MAGAZINES,4.3,131028,13M,"5,000,000+",Free,0,Teen,News & Magazines,"July 30, 2018",5.38,4.4 and up
766,Fast News,NEWS_AND_MAGAZINES,4.4,84957,Varies with device,"1,000,000+",Free,0,Everyone 10+,News & Magazines,"January 13, 2018",Varies with device,Varies with device
767,Financial Times,NEWS_AND_MAGAZINES,4.2,27104,8.2M,"1,000,000+",Free,0,Everyone 10+,News & Magazines,"August 3, 2018",2.42.1.9,4.4 and up
768,Digg,NEWS_AND_MAGAZINES,3.9,6105,Varies with device,"100,000+",Free,0,Teen,News & Magazines,"March 11, 2016",Varies with device,Varies with device
769,Bloomberg: Market & Financial News,NEWS_AND_MAGAZINES,4.2,61692,27M,"10,000,000+",Free,0,Everyone,News & Magazines,"July 25, 2018",5.9.1.1347176.a3ca6ab274,4.4 and up
770,Haystack TV: Local & World News - Free,NEWS_AND_MAGAZINES,4.3,3684,Varies with device,"100,000+",Free,0,Everyone 10+,News & Magazines,"August 2, 2018",Varies with device,Varies with device
771,ABC News - US & World News,NEWS_AND_MAGAZINES,4.0,18976,35M,"1,000,000+",Free,0,Everyone 10+,News & Magazines,"June 6, 2018",3.19.11,5.0 and up
772,AP Mobile - Breaking News,NEWS_AND_MAGAZINES,4.5,76677,4.6M,"1,000,000+",Free,0,Everyone 10+,News & Magazines,"May 25, 2017",4.4.3,4.0 and up
773,AC - Tips & News for Android™,NEWS_AND_MAGAZINES,4.2,23292,14M,"1,000,000+",Free,0,Everyone 10+,News & Magazines,"May 24, 2018",3.1.12,4.1 and up
774,CBS News,NEWS_AND_MAGAZINES,4.3,23641,23M,"1,000,000+",Free,0,Everyone 10+,News & Magazines,"June 29, 2018",3.9.0,4.1 and up
775,"AOL - News, Mail & Video",NEWS_AND_MAGAZINES,4.1,62465,Varies with device,"5,000,000+",Free,0,Everyone 10+,News & Magazines,"August 2, 2018",Varies with device,Varies with device
776,BaconReader for Reddit,NEWS_AND_MAGAZINES,4.5,103074,Varies with device,"1,000,000+",Free,0,Mature 17+,News & Magazines,"July 2, 2018",Varies with device,Varies with device
777,Air Traffic,MAPS_AND_NAVIGATION,4.3,14110,6.8M,"1,000,000+",Free,0,Everyone,Maps & Navigation,"July 24, 2018",4.3,5.0 and up
778,Atlan3D Navigation: Korea navigator,MAPS_AND_NAVIGATION,4.2,22063,Varies with device,"1,000,000+",Free,0,Everyone,Maps & Navigation,"July 31, 2018",Varies with device,Varies with device
779,Czech Public Transport IDOS,MAPS_AND_NAVIGATION,4.3,26014,7.7M,"1,000,000+",Free,0,Everyone,Maps & Navigation,"November 6, 2017",2.4.1,4.0.3 and up
780,GPS Speedometer and Odometer,MAPS_AND_NAVIGATION,4.8,15865,3.3M,"1,000,000+",Free,0,Everyone,Maps & Navigation,"August 3, 2018",10.0,4.1 and up
781,GPS Traffic Speedcam Route Planner by ViaMichelin,MAPS_AND_NAVIGATION,4.3,63920,29M,"5,000,000+",Free,0,Everyone,Maps & Navigation,"July 28, 2018",7.16.8,4.0.3 and up
782,"GPS Speedometer, Distance Meter",MAPS_AND_NAVIGATION,4.6,16094,5.4M,"1,000,000+",Free,0,Everyone,Maps & Navigation,"July 31, 2018",2.7.2,4.0 and up
783,FindShip,MAPS_AND_NAVIGATION,4.2,23279,8.5M,"1,000,000+",Free,0,Everyone,Maps & Navigation,"April 26, 2018",5.2.10,4.1 and up
784,A Call From Santa Claus!,FAMILY,3.9,3720,11M,"1,000,000+",Free,0,Everyone,Entertainment,"December 4, 2016",4.2.3,4.0.3 and up
785,A Word A Day,FAMILY,3.7,2398,2.9M,"500,000+",Free,0,Everyone,Education,"January 5, 2017",5.8,4.0 and up
786,Akinator,FAMILY,4.3,1805398,55M,"50,000,000+",Free,0,Teen,Entertainment,"June 11, 2018",6.5.2,4.4 and up
787,Dog Sim Online: Raise a Family,FAMILY,4.6,94989,74M,"5,000,000+",Free,0,Teen,Simulation,"April 22, 2018",8.6,4.0 and up
788,Color by Number - Draw Sandbox Pixel Art,FAMILY,4.6,10247,15M,"1,000,000+",Free,0,Everyone,Entertainment,"July 27, 2018",1.3.13,4.1 and up
789,A+ Mobile,FINANCE,3.9,730,6.3M,"10,000+",Free,0,Everyone,Finance,"June 26, 2018",5.4.4,4.4 and up
790,Build a Bridge!,FAMILY,4.6,263454,74M,"10,000,000+",Free,0,Everyone,Puzzle,"August 2, 2018",2.1.1,4.1 and up
791,Find a Way: Addictive Puzzle,FAMILY,4.8,39480,14M,"500,000+",Free,0,Everyone,Puzzle,"June 16, 2017",4.1.1,4.1 and up
792,Comptia A+ 220-901 & 220-902,FAMILY,4.4,174,5.7M,"10,000+",Free,0,Everyone,Education,"April 19, 2018",2.0.7,4.1 and up
793,Azar,COMMUNICATION,4.2,1092337,Varies with device,"50,000,000+",Free,0,Mature 17+,Communication,"July 24, 2018",Varies with device,Varies with device
794,4 in a Row,GAME,3.8,4257,Varies with device,"500,000+",Free,0,Everyone,Board,"May 13, 2018",Varies with device,Varies with device
795,Asphalt 8: Airborne,GAME,4.5,8389714,92M,"100,000,000+",Free,0,Teen,Racing,"July 4, 2018",3.7.1a,4.0.3 and up
796,Basketball Stars,SPORTS,4.4,867920,45M,"10,000,000+",Free,0,Everyone,Sports,"July 14, 2018",1.16.2,4.0.3 and up
797,Fake Call - Fake Caller ID,PRODUCTIVITY,4.3,154668,Varies with device,"10,000,000+",Free,0,Everyone,Productivity,"August 2, 2018",Varies with device,Varies with device
798,Four In A Line Free,GAME,4.3,133195,11M,"5,000,000+",Free,0,Everyone,Board,"June 11, 2018",1.58,4.1 and up
799,AutoCAD - DWG Viewer & Editor,PRODUCTIVITY,4.2,145088,24M,"10,000,000+",Free,0,Everyone,Productivity,"July 23, 2018",4.5.19,4.4 and up
800,Fortune City - A Finance App,FINANCE,4.6,49275,91M,"500,000+",Free,0,Everyone,Finance,"July 17, 2018",2.0.3.1,4.4 and up
801,Draw A Stickman,GAME,3.4,29265,17M,"1,000,000+",Free,0,Everyone,Adventure,"May 19, 2017",1.1.0,4.0.3 and up
802,Be A Legend: Soccer,SPORTS,3.8,85763,21M,"1,000,000+",Free,0,Everyone,Sports,"August 24, 2015",2.8.0.17,3.0 and up
803,Bible,BOOKS_AND_REFERENCE,4.7,2440695,Varies with device,"100,000,000+",Free,0,Teen,Books & Reference,"August 2, 2018",Varies with device,Varies with device
804,Cat Sim Online: Play with Cats,FAMILY,4.6,137198,81M,"5,000,000+",Free,0,Everyone 10+,Simulation,"April 22, 2018",3.7,4.0 and up
805,Four In A Line,GAME,3.8,22191,3.0M,"1,000,000+",Free,0,Everyone,Board,"May 4, 2015",1.10,2.3 and up
806,Hay Day,FAMILY,4.5,10053186,94M,"100,000,000+",Free,0,Everyone,Casual,"June 28, 2018",1_39_93,4.0.3 and up
807,Fruit Ninja®,GAME,4.3,5091448,41M,"100,000,000+",Free,0,Everyone,Arcade,"July 12, 2018",2.6.7.487220,4.1 and up
808,"DU Recorder – Screen Recorder, Video Editor, Live",VIDEO_PLAYERS,4.8,2588730,9.7M,"50,000,000+",Free,0,Everyone,Video Players & Editors,"July 30, 2018",1.7.1.3,5.0 and up
809,Bad Piggies,FAMILY,4.3,1168959,66M,"50,000,000+",Free,0,Everyone,Puzzle,"May 3, 2017",2.3.3,4.1 and up
810,Dumb Ways to Die 2: The Games,FAMILY,4.2,1671658,Varies with device,"50,000,000+",Free,0,Teen,Casual,"July 12, 2018",Varies with device,Varies with device
811,"AD - Nieuws, Sport, Regio & Entertainment",NEWS_AND_MAGAZINES,3.7,10369,Varies with device,"1,000,000+",Free,0,Everyone,News & Magazines,"July 28, 2018",Varies with device,Varies with device
812,AppLock,TOOLS,4.4,4931562,Varies with device,"100,000,000+",Free,0,Everyone,Tools,"June 11, 2018",Varies with device,Varies with device
813,Diary with lock password,LIFESTYLE,4.3,179139,9.7M,"5,000,000+",Free,0,Everyone,Lifestyle,"November 1, 2017",3.5.3,4.0.3 and up
814,Avakin Life - 3D virtual world,FAMILY,4.4,1275373,91M,"10,000,000+",Free,0,Teen,Role Playing,"July 3, 2018",1.021.10,4.1 and up
815,A+ Gallery - Photos & Videos,PHOTOGRAPHY,4.5,223941,Varies with device,"10,000,000+",Free,0,Everyone,Photography,"August 6, 2018",Varies with device,Varies with device
